ID,Branch,City,Member,Product Category,Unit price,Quantity,VAT,Total,Date,Time,Payment,gross margin %,Customer Satisfaction
699-88-1972,B,Liverpool,Normal,Health and beauty,99.16,8,158.656,951.936,28-01-19,17:47,Credit card,5.6,4.2
781-84-8059,C,Leeds,Normal,Fashion accessories,60.74,7,85.036,510.216,18-01-19,16:23,Ewallet,5.6,5
409-49-6995,C,Leeds,Member,Food and beverages,47.27,6,56.724,340.344,05-02-19,10:17,Cash,5.6,8.8
725-54-0677,C,Leeds,Member,Health and beauty,85.6,7,119.84,719.04,02-03-19,13:50,Cash,5.6,5.3
146-09-5432,A,Manchester,Member,Food and beverages,35.04,9,63.072,378.432,09-02-19,19:17,Ewallet,5.6,4.6
377-79-7592,C,Leeds,Member,Electronic accessories,44.84,9,80.712,484.272,14-01-19,14:00,Credit card,5.6,7.5
509-10-0516,B,Liverpool,Normal,Home and lifestyle,45.97,4,36.776,220.656,09-02-19,12:02,Ewallet,5.6,5.1
595-94-9924,A,Manchester,Member,Health and beauty,27.73,5,27.73,166.38,26-03-19,20:21,Credit card,5.6,4.2
865-41-9075,A,Manchester,Normal,Food and beverages,11.53,7,16.142,96.852,28-01-19,17:35,Cash,5.6,8.1
545-07-8534,C,Leeds,Normal,Health and beauty,58.32,2,23.328,139.968,14-02-19,12:42,Ewallet,5.6,6
118-62-1812,C,Leeds,Member,Home and lifestyle,78.38,4,62.704,376.224,24-03-19,17:56,Cash,5.6,7.9
450-42-3339,C,Leeds,Normal,Health and beauty,84.61,10,169.22,1015.32,09-02-19,18:58,Credit card,5.6,8.8
851-98-3555,B,Liverpool,Normal,Health and beauty,82.88,5,82.88,497.28,24-03-19,14:08,Credit card,5.6,6.6
186-71-5196,A,Manchester,Member,Food and beverages,79.54,2,31.816,190.896,27-03-19,16:30,Ewallet,5.6,6.2
624-01-8356,B,Liverpool,Normal,Home and lifestyle,49.01,10,98.02,588.12,27-01-19,10:44,Credit card,5.6,4.2
313-66-9943,B,Liverpool,Member,Food and beverages,29.15,3,17.49,104.94,27-03-19,20:29,Credit card,5.6,7.3
151-27-8496,C,Leeds,Normal,Electronic accessories,56.13,4,44.904,269.424,19-01-19,11:43,Ewallet,5.6,8.6
453-33-6436,A,Manchester,Normal,Home and lifestyle,93.12,8,148.992,893.952,07-02-19,10:09,Cash,5.6,6.8
522-57-8364,A,Manchester,Member,Fashion accessories,51.34,8,82.144,492.864,31-01-19,10:00,Ewallet,5.6,7.6
459-45-2396,A,Manchester,Member,Food and beverages,99.6,3,59.76,358.56,25-02-19,18:45,Cash,5.6,5.8
717-96-4189,C,Leeds,Normal,Electronic accessories,35.49,6,42.588,255.528,02-02-19,12:40,Cash,5.6,4.1
722-13-2115,C,Leeds,Member,Sports and travel,42.85,1,8.57,51.42,14-03-19,15:36,Credit card,5.6,9.3
749-81-8133,A,Manchester,Normal,Fashion accessories,94.67,4,75.736,454.416,11-03-19,12:04,Cash,5.6,6.8
777-67-2495,B,Liverpool,Normal,Home and lifestyle,68.97,3,41.382,248.292,22-02-19,11:26,Ewallet,5.6,8.7
636-98-3364,B,Liverpool,Member,Electronic accessories,26.26,3,15.756,94.536,02-03-19,12:36,Ewallet,5.6,6.3
246-55-6923,C,Leeds,Member,Home and lifestyle,35.79,9,64.422,386.532,10-03-19,15:06,Credit card,5.6,5.1
181-82-6255,B,Liverpool,Normal,Home and lifestyle,16.37,6,19.644,117.864,08-02-19,10:58,Cash,5.6,7
838-02-1821,C,Leeds,Member,Home and lifestyle,12.73,2,5.092,30.552,22-02-19,12:10,Credit card,5.6,5.2
887-42-0517,C,Leeds,Normal,Sports and travel,83.14,7,116.396,698.376,10-01-19,10:31,Credit card,5.6,6.6
457-12-0244,C,Leeds,Member,Sports and travel,35.22,6,42.264,253.584,14-03-19,13:49,Ewallet,5.6,6.5
226-34-0034,B,Liverpool,Normal,Electronic accessories,13.78,4,11.024,66.144,10-01-19,11:10,Ewallet,5.6,NA
321-49-7382,B,Liverpool,Member,Sports and travel,88.31,1,17.662,105.972,15-02-19,17:38,Credit card,5.6,5.2
397-25-8725,A,Manchester,Member,Health and beauty,39.62,9,71.316,427.896,13-01-19,17:54,Credit card,5.6,NA
431-66-2305,B,Liverpool,Normal,Electronic accessories,88.25,9,158.85,953.1,15-02-19,20:51,Credit card,5.6,7.6
825-94-5922,B,Liverpool,Normal,Sports and travel,25.31,2,10.124,60.744,02-03-19,19:26,Ewallet,5.6,NA
641-62-7288,B,Liverpool,Normal,Home and lifestyle,99.92,6,119.904,719.424,24-03-19,13:33,Ewallet,5.6,7.1
756-93-1854,C,Leeds,Member,Fashion accessories,83.35,2,33.34,200.04,02-02-19,14:05,Credit card,5.6,9.5
243-55-8457,A,Manchester,Normal,Food and beverages,74.44,10,148.88,893.28,27-02-19,11:40,Ewallet,5.6,5.1
458-10-8612,C,Leeds,Normal,Health and beauty,64.08,7,89.712,538.272,20-01-19,12:27,Ewallet,5.6,7.6
501-61-1753,B,Liverpool,Normal,Home and lifestyle,63.15,6,75.78,454.68,03-01-19,20:24,Ewallet,5.6,9.8
235-06-8510,C,Leeds,Member,Home and lifestyle,85.72,3,51.432,308.592,24-01-19,20:59,Ewallet,5.6,5.1
433-08-7822,C,Leeds,Normal,Health and beauty,78.89,7,110.446,662.676,05-01-19,19:48,Ewallet,5.6,7.5
361-85-2571,A,Manchester,Normal,Sports and travel,89.48,5,89.48,536.88,30-03-19,10:18,Cash,5.6,7.4
131-70-8179,A,Manchester,Member,Health and beauty,92.09,3,55.254,331.524,17-02-19,16:27,Cash,5.6,4.2
500-02-2261,C,Leeds,Normal,Food and beverages,57.29,6,68.748,412.488,21-03-19,17:04,Ewallet,5.6,5.9
720-72-2436,A,Manchester,Normal,Food and beverages,66.52,4,53.216,319.296,02-03-19,18:14,Ewallet,5.6,6.9
702-83-5291,C,Leeds,Member,Fashion accessories,99.82,9,179.676,1078.056,27-03-19,10:43,Cash,5.6,6.6
809-69-9497,A,Manchester,Normal,Home and lifestyle,45.68,10,91.36,548.16,19-01-19,19:30,Ewallet,5.6,5.7
449-16-6770,A,Manchester,Normal,Health and beauty,50.79,5,50.79,304.74,19-02-19,14:53,Credit card,5.6,5.3
333-23-2632,A,Manchester,Member,Health and beauty,10.08,7,14.112,84.672,28-03-19,20:14,Cash,5.6,4.2
489-82-1237,A,Manchester,Normal,Electronic accessories,93.88,7,131.432,788.592,05-01-19,11:51,Credit card,5.6,7.3
859-97-6048,C,Leeds,Member,Electronic accessories,84.25,2,33.7,202.2,26-03-19,14:13,Credit card,5.6,5.3
676-10-2200,B,Liverpool,Member,Fashion accessories,53.78,1,10.756,64.536,03-02-19,20:13,Ewallet,5.6,4.7
373-88-1424,C,Leeds,Member,Home and lifestyle,35.81,5,35.81,214.86,06-02-19,18:44,Ewallet,5.6,7.9
365-16-4334,B,Liverpool,Normal,Food and beverages,26.43,8,42.288,253.728,24-02-19,14:26,Ewallet,5.6,8.9
503-21-4385,B,Liverpool,Member,Health and beauty,39.91,3,23.946,143.676,21-02-19,12:40,Ewallet,5.6,9.3
305-89-2768,B,Liverpool,Member,Home and lifestyle,21.9,3,13.14,78.84,09-01-19,18:43,Ewallet,5.6,4.7
574-80-1489,B,Liverpool,Member,Food and beverages,62.85,4,50.28,301.68,25-02-19,13:22,Ewallet,5.6,8.7
784-08-0310,C,Leeds,Member,Food and beverages,21.04,4,16.832,100.992,13-01-19,13:58,Cash,5.6,7.6
200-40-6154,B,Liverpool,Member,Home and lifestyle,65.91,6,79.092,474.552,09-02-19,11:45,Cash,5.6,5.7
846-10-0341,A,Manchester,Normal,Fashion accessories,42.57,7,59.598,357.588,06-01-19,11:51,Cash,5.6,6.8
577-34-7579,C,Leeds,Member,Food and beverages,50.49,9,90.882,545.292,10-01-19,17:16,Cash,5.6,5.4
430-02-3888,B,Liverpool,Normal,Electronic accessories,46.02,6,55.224,331.344,07-02-19,15:55,Cash,5.6,7.1
867-47-1948,C,Leeds,Normal,Home and lifestyle,15.8,10,31.6,189.6,09-01-19,12:07,Cash,5.6,7.8
384-59-6655,A,Manchester,Member,Food and beverages,98.66,9,177.588,1065.528,19-02-19,15:07,Cash,5.6,8.4
256-58-3609,C,Leeds,Member,Fashion accessories,91.98,1,18.396,110.376,18-03-19,15:29,Cash,5.6,9.8
324-92-3863,A,Manchester,Member,Electronic accessories,20.89,2,8.356,50.136,05-02-19,18:45,Cash,5.6,9.8
593-08-5916,A,Manchester,Normal,Fashion accessories,15.5,1,3.1,18.6,19-03-19,15:23,Credit card,5.6,7.4
364-34-2972,C,Leeds,Member,Electronic accessories,96.82,3,58.092,348.552,30-03-19,20:37,Cash,5.6,6.7
794-42-3736,B,Liverpool,Normal,Food and beverages,33.33,2,13.332,79.992,26-01-19,14:41,Credit card,5.6,6.4
172-42-8274,B,Liverpool,Normal,Electronic accessories,38.27,2,15.308,91.848,02-03-19,18:18,Credit card,5.6,5.8
558-60-5016,A,Manchester,Normal,Home and lifestyle,33.3,9,59.94,359.64,04-03-19,15:27,Ewallet,5.6,7.2
195-06-0432,A,Manchester,Member,Home and lifestyle,81.01,3,48.606,291.636,13-01-19,12:55,Credit card,5.6,9.3
605-03-2706,A,Manchester,Normal,Health and beauty,15.8,3,9.48,56.88,25-03-19,18:02,Cash,5.6,9.5
214-30-2776,B,Liverpool,Member,Electronic accessories,34.49,5,34.49,206.94,11-03-19,19:44,Credit card,5.6,9
746-04-1077,B,Liverpool,Member,Food and beverages,84.63,10,169.26,1015.56,01-01-19,11:36,Credit card,5.6,9
448-34-8700,B,Liverpool,Member,Home and lifestyle,36.91,7,51.674,310.044,10-02-19,13:51,Ewallet,5.6,6.7
452-04-8808,B,Liverpool,Normal,Electronic accessories,87.08,7,121.912,731.472,26-01-19,15:17,Cash,5.6,5.5
531-56-4728,A,Manchester,Normal,Home and lifestyle,80.08,3,48.048,288.288,11-02-19,15:29,Cash,5.6,5.4
744-82-9138,C,Leeds,Normal,Fashion accessories,86.13,2,34.452,206.712,07-02-19,17:59,Cash,5.6,8.2
883-69-1285,B,Liverpool,Member,Fashion accessories,49.92,2,19.968,119.808,06-03-19,11:55,Credit card,5.6,7
221-25-5073,A,Manchester,Normal,Food and beverages,74.66,4,59.728,358.368,04-03-19,10:39,Cash,5.6,8.5
518-71-6847,B,Liverpool,Member,Food and beverages,26.6,6,31.92,191.52,26-02-19,15:10,Ewallet,5.6,4.9
156-20-0370,B,Liverpool,Normal,Electronic accessories,25.45,1,5.09,30.54,10-03-19,18:10,Credit card,5.6,5.1
151-33-7434,B,Liverpool,Normal,Food and beverages,67.77,1,13.554,81.324,04-02-19,20:43,Credit card,5.6,6.5
728-47-9078,C,Leeds,Member,Food and beverages,59.59,4,47.672,286.032,19-01-19,12:46,Cash,5.6,9.8
809-46-1866,A,Manchester,Normal,Health and beauty,58.15,4,46.52,279.12,23-01-19,17:44,Cash,5.6,8.4
139-32-4183,A,Manchester,Member,Sports and travel,97.48,9,175.464,1052.784,14-03-19,14:19,Ewallet,5.6,7.4
148-41-7930,C,Leeds,Normal,Health and beauty,99.96,7,139.944,839.664,23-01-19,10:33,Cash,5.6,6.1
189-40-5216,C,Leeds,Normal,Electronic accessories,96.37,7,134.918,809.508,09-01-19,11:40,Cash,5.6,6
374-38-5555,B,Liverpool,Normal,Fashion accessories,63.71,5,63.71,382.26,07-02-19,19:30,Ewallet,5.6,8.5
764-44-8999,B,Liverpool,Normal,Health and beauty,14.76,2,5.904,35.424,18-02-19,14:42,Ewallet,5.6,4.3
552-44-5977,B,Liverpool,Member,Health and beauty,62,8,99.2,595.2,03-01-19,19:08,Credit card,5.6,6.2
267-62-7380,C,Leeds,Member,Electronic accessories,82.34,10,164.68,988.08,29-03-19,19:12,Ewallet,5.6,4.3
430-53-4718,B,Liverpool,Member,Health and beauty,75.37,8,120.592,723.552,28-01-19,15:46,Credit card,5.6,8.4
886-18-2897,A,Manchester,Normal,Food and beverages,56.56,5,56.56,339.36,22-03-19,19:06,Credit card,5.6,4.5
602-16-6955,B,Liverpool,Normal,Sports and travel,76.6,10,153.2,919.2,24-01-19,18:10,Ewallet,5.6,6
745-74-0715,A,Manchester,Normal,Electronic accessories,58.03,2,23.212,139.272,10-03-19,20:46,Ewallet,5.6,8.8
690-01-6631,B,Liverpool,Normal,Fashion accessories,17.49,10,34.98,209.88,22-02-19,18:35,Ewallet,5.6,6.6
652-49-6720,C,Leeds,Member,Electronic accessories,60.95,1,12.19,73.14,18-02-19,11:40,Ewallet,5.6,5.9
233-67-5758,C,Leeds,Normal,Health and beauty,40.35,1,8.07,48.42,29-01-19,13:46,Ewallet,5.6,6.2
303-96-2227,B,Liverpool,Normal,Home and lifestyle,97.38,10,194.76,1168.56,02-03-19,17:16,Ewallet,5.6,4.4
727-02-1313,A,Manchester,Member,Food and beverages,31.84,1,6.368,38.208,09-02-19,13:22,Cash,5.6,7.7
347-56-2442,A,Manchester,Normal,Home and lifestyle,65.82,1,13.164,78.984,22-02-19,15:33,Cash,5.6,4.1
849-09-3807,A,Manchester,Member,Fashion accessories,88.34,7,123.676,742.056,18-02-19,13:28,Cash,5.6,6.6
